"title","date","body"
"russia,suspend,test,complete,usada","January 11, 2019","russia,declare,test,complete,even,hand,dope,data,miss,wadas,hard,deadline,head,united,state,antidoping,agency,usada,say,much,stalling,foot,drag,russian,finally,wednesday,allow,world,antidoping,agency,wada,inspection,team,taint,moscow,laboratory,retrieve,data,earlier,lab,data,dec,deadline,condition,wadas,september,decision,reinstate,russian,antidoping,agency,rusadaa,fivemember,inspection,team,send,home,moscow,last,month,extract,data,russian,say,teams,equipment,certify,russian,lawonce,wada,possession,data,russian,must,also,ensure,reanalysis,sample,complete,later,june,do,actual,urine,sample,contain,moscow,laboratory,seize,wada,agree,wada,declare,russian,miss,hard,deadline,december,say,usada,chief,travis,tygart,saidand,reinstate,minimum,required,cooperate,dozen,sport,prosecute,thousand,individual,case,add,russia,turn,require,data,wada,proceed,meet,montreal,monday,tuesday,compliance,review,committee,crc,hear,inspection,teamthe,crc,submit,report,wada,executive,committee,whether,rusada,meet,confirm,compliance,rule,face,suspended,report,outline,evidence,systematic,doping,russian,athletics,moscow,deniedof,course,accurate,good,thing,signal,emerge,wada,group,allow,moscow,laboratory,retrieve,evidence,russia,massive,doping,scheme,say,tygartwe,remain,vigilant,ensure,full,public,disclosure,accounting,evidence,obtain,positive,drug,test,exist,laboratory,authentic,valid,justice,serve,clean,athlete,every,caseit,clear,public,interest,wada,openly,steve,keating,toronto,edit,nick"
"michigan,beat,illinois,reach","January 11, 2019","add,second,grafzavier,simpson,lead,attack,seasonhigh,point,eight,assist,five,rebound,michigan,equal,best,start,program,history,win,illinois,thursday,night,champaign,big,ten,tie,team,win,first,game,wolverine,game,exception,defeat,villanova,national,gameall,five,wolverine,starter,reach,double,figure,freshman,ignas,brazdeikis,point,eight,rebound,charles,matthew,score,point,jon,teske,rack,point,rebound,four,assist,four,block,jordan,poole,add,point,wolverine,outscore,illinois,freethrow,lineayo,dosunmu,lead,illini,point,seven,rebound,giorgi,add,point,trent,frazier,chip,last,place,illini,actually,outshot,wolverine,make,percent,fieldgoal,attempt,compare,michigan,percent,wolverine,control,board,never,trailedthe,wolverine,lead,halftime,illinois,hang,thanks,michigan,turnover,convert,point,wolverine,give,ball,away,three,time,score,game,first,eight,point,illini,recover,twice,get,three,pair,dosunmu,layup,latter,wolverine,score,next,six,point,include,pair,teske,bucket,make,breakpoole,soon,personal,run,make,lead,still,dosunmu,fired,backtoback,pointer,give,illinois,momentum,head,second,halfa,frazier,pointer,early,second,half,cut,michigan,lead,four,wolverine,respond,teske,trey,simpson,layupa,teske,threepoint,play,nudge,lead,matthew,dunk,twice,second,span,midway,half,give,wolverine,layup,illinois,turnover,put,michigan,illinois,creep,seven,simpson,nail,another,dunk,remain,push,lead,field,level,mediaour"
"uk,likely,delay,brexit,referendum,possible,farage,say","January 18, 2019","london,united,kingdom,likely,delay,brexit,another,referendum,possible,opponent,european,union,membership,need,organise,prominent,brexit,campaigner,nigel,farage,say,fridayi,think,fear,house,common,go,overturn,brexit,likely,outcome,extension,article,farage,tell,sky,could,another,remain,side,well,fund,well,organise,get,ready,another,referendum,would,negligent,farage,saidwhen,ask,future,united,kingdom,party,lead,say,would,need,different,guy,edit,paul,sandleour"
"three,name,en,vote,deripaska,look,reduce,stake","January 18, 2019","moscow,russian,en,group,friday,name,three,american,form,vote,help,oleg,deripaska,reduce,stake,company,exchange,waiver,agree,reduce,stake,en,percent,percent,assign,vote,percent,voting,trustd,baker,david,crane,david,knower,subject,certain,condition,exercise,vote,attach,certain,share,en,manages,energy,aluminium,business,deripaska,say,company,provide,detail,three,process,selection,also,clear,whether,people,would,join,vote,trustthe,treasury,agree,remove,sanction,en,aluminium,producer,rusal,en,own,percent,stake,power,firm,reduce,stake,hold,deripaska,remain,deal,treasury,include,swiss,trader,glencore,swap,share,rusal,stake,envtb,bank,russia,lender,also,take,block,deripaskas,share,en,pledge,collateral,also,donate,part,stake,charitable,foundation,several,family,tie,also,assign,vote,third,polina,devitt,edit,jason,neelyour"
"thailand,hold,auction,mhz,spectrum,licence,dec","January 18, 2019","bangkok,jan,thailand,plan,hold,auction,seven,megahertz,mhz,spectrum,licence,december,aim,roll,service,countrys,telecom,regulator,say,fridaythe,national,commission,nbtc,say,would,formally,announce,bidding,april,determine,value,seven,licence,december,licence,valid,yearsnbtc,release,mhz,spectrum,allow,licence,winner,roll,service,december,true,corp,country,telecom,operator,say,thursday,would,auction,add,wait,clarity,payment,extension,mhz,spectrum,licence,say,would,reallocate,gthailands,two,big,operator,advance,info,service,total,access,say,anything,patpicha,edit,subhranshu,sahuour"
"activist,decry,sri,lankan,president,praise,dutertes,drug,war","January 18, 2019","manila,human,group,express,alarm,sri,lankas,leader,friday,praise,philippine,president,rodrigo,duterte,bloody,war,drug,example,whole,crackdown,kill,thousand,filipinos,visit,sri,lankan,president,sirisena,tell,duterte,banquet,week,want,follow,footstep,control,conde,researcher,yorkbased,human,watch,say,dutertes,campaign,human,calamity,country,world,even,try,emulateno,drug,war,treat,drug,problem,purely,crime,ever,succeed,say,wrought,untold,suffering,rule,law,diminution,human,rightsthe,philippine,government,refute,say,crackdown,start,july,lawfullyon,friday,spokesman,salvador,panelo,say,killing,pure,say,kill,least,suspected,drug,dealer,although,activist,say,number,could,far,high,dispute,official,account,killing,people,bangladesh,kill,police,similar,campaign,drug,smuggler,turn,sri,lanka,transit,hub,asia,buddhist,sri,lanka,vote,favor,un,resolution,moratorium,death,penalty,sirisena,say,last,year,want,convict,caught,arrange,drug,deal,jail,human,group,idefend,say,sirisena,serious,follow,dutertes,lead,ready,face,scrutiny,criminal,court,icc,hague,start,alleged,crime,humanity,dutertewe,warn,asian,leader,emulate,philippine,model,adopt,humane,public,health,approach,drug,issue,governance,erode,democratic,idefend,spokesman,judy,pasimio,saida,spokesman,sirisena,respond,request,karen,lema,edit,martin,petty,darren"
"german,foreign,minister,say,hard,imagine,reopen,brexit,accord","January 18, 2019","berlin,jan,german,foreign,minister,heiko,maas,say,twitter,hard,imagine,britain,withdrawal,agreement,european,union,revisit,add,british,rejection,draft,brexit,deal,change,thatits,hardly,imaginable,withdrawal,agreement,reopen,always,make,clear,vote,london,change,heiko,maas,say,twitteron,thursday,maas,say,discussion,hold,whether,reopen,draft,deal,britain,plan,exit,european,union,eu,member,agreedsign,michelle,martin,edit,thomas,escrittour,topicsus"
"former,afghan,security,adviser,enters,race,president","January 18, 2019","kabul,former,national,security,adviser,enter,race,friday,seek,unseat,former,bos,president,ashraf,ghani,promise,renew,effort,bring,peace,hanif,atmar,country,top,security,official,four,year,quit,august,policy,ghani,see,analyst,lead,contender,election,expect,candidacy,kabul,atmar,say,welcomed,peace,talk,taliban,add,would,accept,return,taliban,regimei,definitely,seek,change,leadership,replace,peace,moderation,team,bring,peace,country,atmar,told,poll,crucial,test,election,official,criticize,fail,conduct,free,fair,election,last,october,election,ghani,also,taint,widespread,senior,election,official,say,friday,vote,could,delay,order,prioritize,peace,talk,special,envoy,zalmay,khalilzad,taliban,end,country,year,yet,register,candidacy,second,term,last,month,bring,two,vocal,critic,cabinet,critic,saw,bid,neutralize,potential,opponent,ahead,office,available,comment,atmars,decision,enter,raceatmar,begin,security,career,soviet,government,late,still,see,close,russiaan,ethnic,pashtun,atmar,work,khad,afghan,security,agency,strong,tie,soviet,kgb,war,fight,afghan,mujahideen,lose,leg,defend,eastern,city,jalalabad,strong,candidate,enjoy,complete,support,western,diplomat,kabul,blessing,need,leader,especially,peace,talk,taliban,gain,momentum,diplomat,say,condition,meet,official,far,refuse,talk,directly,member,ghanis,government,consider,regime,put,place,foreign,rupam,jain,hameed,farzad,edit,darren"
"nearly,central,american,migrant,caravan,enter,mexico","January 18, 2019","tecun,uman,guatemala,almost,central,american,migrant,enter,southern,mexico,thursday,test,pledge,manage,ongoing,exodus,fuel,violence,poverty,strain,relation,trump,national,migration,institute,say,migrant,honduras,el,salvador,guatemala,nicaragua,cross,ciudad,hidalgo,day,usbound,caravan,people,set,central,central,america,inflame,debate,policy,president,donald,trump,use,migrant,try,secure,backing,plan,build,border,wall,frontier,president,andres,manuel,lopez,obrador,pursue,approach,problem,vow,stem,flow,people,find,job,migrant,exchange,want,trump,help,spur,economic,regionthe,government,partially,shut,three,week,democrat,resist,trump,demand,congress,provide,billion,fund,plan,official,put,wrist,band,migrant,enter,country,monitor,flow,people,band,must,keep,migrant,register,register,migrant,meet,stay,would,issue,visas,allow,work,mexico,continue,border,say,ana,laura,martinez,de,lara,director,general,migratory,control,enter,mexico,official,border,cross,do,orderly,respectful,manner,contrast,clash,take,place,frontier,october,large,caravan,begin,cross,guatemala,saidsome,migrant,expect,stay,mexico,find,work,early,say,many,de,lara,say,people,still,wait,cross,mexico,tecun,uman,guatemalan,side,border,could,say,people,tried,cross,mexico,government,say,foreign,minister,marcelo,ebrard,plan,meet,secretary,state,mike,pompeo,soon,talk,effort,address,migration,challenge,date,yet,set,talk,ministry,dave,graham,paul,taitour"
"arizona,state,hold,oregon,state","January 18, 2019","rob,edward,score,point,lead,balance,arizona,state,attack,two,free,throw,second,remain,help,sun,devil,hold,victory,oregon,state,thursday,tempe,taeshon,cherry,score,point,romello,white,point,zylan,cheatham,remy,martin,apiece,arizona,state,pac,sun,devil,build,point,lead,early,second,half,survive,late,oregon,state,runethan,thompson,tres,tinkle,point,apiece,thompson,tie,careerhigh,five,pointer,beaver,fourgame,win,streak,break,oregon,state,enter,best,conference,start,team,first,hit,pointer,zach,reichle,another,trey,run,beaver,close,make,two,dunk,second,follow,edward,miss,tinkle,threepoint,play,tinkle,hit,long,pointer,second,remain,make,edward,sink,two,free,throw,timeout,thompson,contest,pointer,buzzer,seven,rebound,six,assist,run,streak,score,game,tie,gary,payton,streak,school,history,mel,count,record,tie,season,high,four,pointer,edwards,three,cheatham,rebound,six,assist,also,seven,sun,devil,aggressive,mantoman,defense,limit,oregon,state,percent,fieldgoal,shoot,beaver,lead,pac,fieldgoal,shoot,percent,enter,state,help,beaver,stay,close,make,free,throw,attempt,sun,devil,hit,percent,shot,floorfield,level,mediaour"
"bad,bet,oil,gas,spark,wave,energyfund,closure","January 18, 2019","energy,fund,manager,take,heavy,loss,last,year,wrongway,bet,price,oil,natural,gas,lead,wave,closure,volatile,fund,sectorthe,number,active,fund,fell,september,accord,late,available,data,hedge,fund,industry,tracker,thats,low,number,active,fund,number,fund,solely,focus,oil,gas,tumble,fund,suspend,operation,include,name,jamison,capital,macro,fund,boone,pickens,bp,capital,andy,hall,main,hedge,fund,astenbeck,capital,management,small,niche,fund,casement,massive,decline,number,fund,say,david,mooney,founder,casement,capital,extinction,event,hedge,fundswe,large,hedge,fund,trade,natural,gas,houston,year,ago,say,number,reduce,small,number,fund,saw,investor,pull,view,energy,unsafe,spot,money,casement,suspend,operation,raise,investor,interest,two,industry,source,saidthe,firm,support,lighthouse,partner,accord,regulatory,filing,lighthouse,decline,comment,mooney,would,elaborate,reason,casement,decision,closeall,hedge,fund,include,nearterm,coming,pressure,say,jonathan,goldberg,founder,one,bestknown,hedge,fund,bbl,hedge,fund,outpace,launch,last,three,year,accord,data,becomes,goldberg,say,interview,people,lose,money,see,negative,feedback,cut,risk,become,hard,harder,manage,hedge,fund,strategy,base,broad,global,trend,bet,oil,price,rise,hard,hit,fall,percent,thats,weakest,annual,fund,fell,percent,accord,hedge,fund,research,hfri,macro,index,key,industry,commodity,trading,advisor,ctas,percent,accord,late,december,estimate,credit,suissein,december,goldberg,say,would,wind,bbl,flagship,fund,focus,instead,longerterm,trading,goldberg,bbl,value,fund,lose,percent,july,report,goldberg,say,december,return,limit,bet,oil,gasfunds,take,heavy,loss,year,oil,price,take,unexpected,dive,begin,october,amid,grow,worry,oversupply,weaken,demand,oilfields,hit,alltime,production,record,last,year,million,barrel,daya,sharp,rise,natural,gas,price,late,concern,tight,supply,cold,weather,also,add,pain,many,fund,paired,bet,low,natural,gas,high,price,typically,create,fund,manager,book,profit,move,oil,gas,price,follow,prolonged,period,subdue,volatility,energy,market,catch,fund,manager,guardoil,price,rally,year,hedge,fund,build,large,bet,rally,manager,begin,year,record,number,bullish,position,crude,largely,maintain,level,change,late,last,year,grant,waiver,big,purchaser,iran,oil,sanction,nation,united,state,russia,saudi,arabia,produce,record,level,feed,worry,supply,glutthe,market,sunk,series,volatile,trading,day,fund,rush,unload,fund,investor,say,see,situation,niche,fund,improve,difficulty,natural,gas,fund,say,one,recruiter,work,several,fund,bank,industry,november,natural,gas,future,volatile,streak,nine,capital,emerge,early,decade,one,profitable,natural,gas,hedge,fund,found,star,trader,david,coolidge,begin,wind,asset,management,meanwhile,shut,investor,blackstone,group,request,pull,fund,accord,wall,street,journal,energy,hedge,fund,natural,gas,future,option,also,wound,last,year,source,say,firm,set,portfolio,manager,three,analyst,velite,several,former,member,fund,respond,request,commenttwo,year,ago,energy,executive,john,james,sachin,goel,plan,launch,natural,gasfocused,hedge,fund,mercasa,energy,back,initial,commitment,million,investor,titan,advisor,billion,asset,management,fund,able,secure,additional,early,mercasa,shuttitan,advisor,decline,founder,ac,investment,management,investment,firm,focus,say,expect,fund,dedicate,oil,natural,gas,remain,dont,envision,change,much,gas,crude,devika,krishna,kumar,york,liz,hampton,houston,additional,reporting,jennifer,ablan,york,editing,david,gaffen,brian"
"eu,hit,chinese,ebikes,import,tariff","January 18, 2019","brussels,european,union,impose,duty,saturday,chinese,electric,bicycle,curb,cheap,import,european,producer,say,benefit,unfair,subsidy,flood,come,china,subject,tariff,percent,file,eus,official,journal,say,friday,line,european,commission,proposal,eu,country,vote,duty,late,series,eu,measure,chinese,export,range,solar,panel,steel,spark,strong,word,beijingthe,commission,find,chinese,export,ebikes,european,union,triple,september,market,share,rise,percent,average,price,fell,percentit,also,say,chinese,producer,benefit,controlled,aluminium,price,well,finance,land,condition,tax,giant,one,world,large,bicycle,maker,factory,china,well,would,subject,rate,percenteu,producer,include,dutch,group,accell,gazelle,romania,eurosport,dhs,germany,derby,cycle,holdingthe,european,bicycle,say,applaud,move,say,would,shield,small,medium,size,company,employ,warn,chinese,ebike,already,make,way,europe,via,third,country,group,include,importer,opposed,duty,say,tariff,absurd,say,would,hit,consumer,small,european,company,go,eus,climate,change,philip,blenkinsop,edit,raissa"
"apollo,micro,system,enters,deal,pm,aviation,sagl","January 18, 2019","jan,apollo,micro,system,ltd,entered,deal,pm,aviation,sagl,co,market,promote,speed,canard,aircraft,world,pm,transfer,technology,co,enable,co,start,making,aircraft,source,company,uphereour"
"car,service,firm,mekonomen,warn,profit,european,market,abnormally,weak","January 18, 2019","stockholm,swedish,car,service,firm,mekonomen,warn,late,thursday,fourth,quarter,profit,would,land,low,expect,cite,abnormally,weak,market,europe,quarterthe,company,say,expected,report,adjust,quarterly,operating,profit,ebit,million,swedish,crown,million,high,million,profit,year,earlier,far,mean,analyst,forecast,million,accord,refinitiv,see,abnormally,weak,market,europe,mekonomen,ceo,pehr,oscarson,say,believe,retain,market,share,believe,stable,market,go,forward,action,need,take,presented,later,report,february,oscarson,swedish,johannes,hellstrom,edit,johan"
"hansen,ceo,buy,share","January 18, 2019","jan,chr,hansen,hold,ceo,mauricio,graber,jan,purchase,total,chr,hansens,share,dkk,per,text,company"
"nfl,notebook,chief,berry,rb,ware,set,play,sunday","January 18, 2019","kansa,city,chiefs,safety,eric,berry,run,back,spencer,ware,trend,take,field,sunday,afc,game,england,full,wednesday,practice,repeat,session,thursday,he,bother,heel,injuryhe,look,good,head,coach,andy,reid,say,thursday,ask,risk,berry,rusty,play,two,game,season,see,look,like,eric,berryberry,play,snap,two,game,battle,linger,heel,issue,ware,miss,final,three,game,regular,season,injure,hamstring,week,win,texan,defensive,end,jj,watt,minor,knee,cleanup,season,report,nfl,network,ian,like,he,fine,rapoport,tweet,injury,bother,seasonwatt,appeared,houston,injury,report,multiple,time,second,half,season,knee,issue,start,game,plus,texan,wildcard,playoff,loss,colt,jaguar,run,back,leonard,fournette,file,official,challenge,team,decision,take,away,guarantee,final,two,year,contract,accord,multiple,report,arbitrator,determine,schedule,earn,million,million,jaguar,void,guarantee,suspend,nfl,one,game,come,bench,fight,bill,defensive,lineman,shaq,lawson,jaguar,loss,buffalo,nov,game,fournette,apologize,jaguar,still,take,away,remain,guaranteed,money,rookie,contract,cite,contract,clause,allow,missed,game,anything,injurythe,seattle,seahawks,agree,deal,paxton,lynch,firstround,draft,pick,denver,kjr,radio,turn,next,month,release,bronco,seasonhe,wasnt,able,take,hold,start,job,denver,appear,five,game,four,start,pass,yard,four,touchdown,four,bronco,sign,case,keenum,last,march,make,lynch,chicago,bear,impressive,turnaround,earn,matt,nagy,nfl,coach,year,former,defensive,vic,fangio,nfl,assistant,coach,year,honor,pro,football,writer,general,manager,chris,ballard,whose,move,help,colt,reach,playoff,first,time,vote,nfl,executive,year,pfwa,inherit,team,compile,record,first,season,bear,nfc,north,reach,playoff,first,time,legendary,singer,gladys,knight,perform,national,anthem,super,bowl,liii,feb,nfl,cbs,announcedi,proud,use,voice,unite,represent,country,hometown,atlanta,yearold,knight,saidknight,enshrine,rock,roll,hall,fame,seven,grammy,award,also,two,billboard,hot,single,career,midnight,train,georgia,thats,friends,forformer,nfl,turk,schonert,die,accord,fox,news,cincinnati,cause,death,spend,eight,season,cincinnati,one,atlanta,largely,backup,compile,record,starterhe,later,serve,coach,tampa,bay,buccaneer,york,giant,buffalo,bill,carolina,panther,orleans,saint,also,bill,offensive,one,season,recently,assistant,coach,montreal,alouettes,cflfield,level,mediaour"
"brazil,bolsonaro,pledge,action,restore,democracy,venezuela","January 18, 2019","brasilia,brazil,farright,president,jair,bolsonaro,say,thursday,would,could,order,democracy,venezuela,foreign,minister,meet,venezuelan,opposition,leadersthe,rightwing,government,bolsonaro,saturday,say,recognize,juan,guaido,venezuelan,opposition,leader,head,congress,rightful,president,venezuela,even,though,guaido,proclaim,president,nicolas,maduro,begin,term,last,week,cloud,criticism,world,describe,leader,whose,policy,plunge,venezuela,bad,ever,economic,crisiswe,continue,everything,possible,order,democracy,freedom,bolsonaro,say,video,stand,next,head,supreme,court,exile,miguel,angel,martinwe,ask,people,venezuela,resist,faith,believe,solution,come,soon,bolsonaro,say,video,issue,lawmaker,hardline,popular,opposition,party,say,last,week,prepare,assume,presidency,interim,basis,call,election,would,support,arm,take,office,jan,bolsonaro,step,criticism,maduros,government,unite,state,big,foe,latin,meeting,luis,almagro,secretary,general,american,state,say,venezuela,suspend,regional,foreign,minister,ernesto,araujo,spent,morning,huddle,group,venezuelan,opposition,leader,lead,exile,former,mayor,caracas,antonio,ledezma,analyze,situation,guaidos,readiness,take,act,president,brazilian,foreign,ministry,statement,ministry,reply,request,commentthe,meeting,also,discuss,idea,concrete,action,democracy,venezuela,statement,say,give,detailsthe,opposition,leader,say,people,starve,newborn,baby,die,year,due,lack,medicine,call,silent,genocide,maduro,statement,saidmaduro,say,usdirected,economic,war,try,force,power,far,consistent,support,arm,force,anthony,boadle,edit,rosalba,obrienour"
"fda,advisory,panel,split,diabetes,drug","January 18, 2019","advisory,panel,food,drug,divide,whether,recommend,approval,treatment,type,diabetes,developed,lexicon,inc,france,sanofi,sathe,panel,thursday,vote,ask,assess,oncedaily,oral,medicine,addon,insulin,use,treat,diabetes,decade,side,effect,include,condition,blood,sugar,fall,low,level,weight,test,two,dos,could,help,manage,maintain,glucose,level,reduce,risk,pablo,lapuerta,chief,medical,officer,lexicon,tell,reutersat,meeting,patient,part,trial,advocate,drug,fda,staff,flag,risk,diabetic,dka,leave,expert,divide,whether,treatment,benefit,outweigh,risksdka,condition,acid,call,ketone,build,body,start,use,fat,instead,glucose,source,energyi,convince,reasonable,tradeoff,say,panel,member,martha,nason,vote,treated,drug,say,reduce,blood,sugar,help,lose,weightthe,company,propose,risk,evaluation,mitigation,strategy,rems,involve,educate,patient,physician,say,patient,require,regularly,test,ketone,levelsnot,estimate,million,american,adult,type,diabetes,eligible,receive,company,tell,reutersit,patient,truly,commit,self,care,willing,follow,basic,step,monitoring,say,rachele,berria,head,sanofis,diabetes,medical,unitthe,drug,also,intend,newly,diagnose,patient,child,young,adult,priority,recognize,optimal,level,insulin,add,task,go,forward,rems,strategy,select,maintain,patient,provider,use,drug,safe,way,possible,say,rebecca,brown,panel,member,vote,agency,expect,make,final,decision,march,report,saumya,sibi,joseph,tamara,mathias,bengaluru,edit,sriraj"
"daily,metal,january","January 18, 2019","access,newsletter,click,link,also,read,daily,metal,via,topnews,metal,page,would,like,receive,newsletter,email,please,register,index,relate,please,click,onsign,uphereour"
"kenya,police,detain,nine,connection,deadly,hotel,attack","January 18, 2019","nairobi,jan,kenyan,detective,arrest,nine,suspect,connection,somali,militant,attack,nairobi,hotel,office,complex,kill,people,police,say,friday,indicate,search,possible,raid,gathering,uhuru,kenyatta,say,wednesday,even,hour,siege,end,security,force,kill,five,militant,stormed,hotel,complex,force,hundred,people,terrify,escapesthe,detective,look,woman,suspect,ferried,weapon,kiunga,port,city,mombasa,nairobi,police,official,wish,name,say,refer,region,somali,borderon,wednesday,inspector,general,police,joseph,boinnet,say,arrest,two,people,connection,attacksthe,police,official,say,seven,arrestedal,shabaab,al,qaeda,affiliate,fight,impose,strict,islamic,law,say,carry,assault,upscale,dusitd,compound,president,donald,trumps,decision,recognise,jerusalem,israel,east,african,hub,company,unite,nation,become,frequent,target,al,shabaab,kenya,send,troop,somalia,try,create,buffer,zone,kenyan,include,policeman,american,survivor,sept,al,qaeda,attack,united,state,british,worker,dead,hotel,riverside,drive,complex,bloody,body,five,attacker,broadcast,social,medium,kenyatta,announce,end,siege,echo,al,shabaab,assault,kill,people,westgate,shop,centre,humphrey,malalo,write,omar,mohammed,edit,george,obulutsa,william,macleanour"
"cancer,treatment,fail,win,approval,fda","January 18, 2019","inc,say,thursday,food,drug,decline,grant,approval,breast,cancer,treatment,company,say,request,meeting,agency,work,closely,health,regulator,effort,launch,treatment,soon,issue,relate,crl,complete,response,letter,focus,chemistry,control,matter,clinical,data,need,generate,chief,executive,officer,michael,pehl,aakash,jagadeesh,babu,bengaluru,edit,sandra,malerour"
"defend,champion,caroline,wozniacki,knock,australian,third,maria,sharapova","January 18, 2019","defend,champion,caroline,wozniacki,knock,australian,third,maria,uphereour"
"treasury,mnuchin,decline,testify,house,panel,shutdown","January 18, 2019","washington,treasury,secretary,steven,mnuchin,thursday,decline,request,democratic,chairman,house,tax,committee,testify,next,week,partial,government,shutdown,impact,upcoming,federal,tax,filing,seasonin,letter,house,way,mean,committee,chairman,richard,neal,treasury,department,offer,send,senior,official,plan,internal,revenue,service,say,week,would,bring,furloughed,employee,back,work,handle,tax,filing,refund,mulling,hearing,white,house,say,earlier,month,irs,federal,government,tax,agency,treasury,oversees,would,deliver,tax,return,shutdownif,purpose,upcoming,hearing,inform,congress,public,confident,goal,best,serve,testimony,senior,department,official,deepest,broad,expertise,subject,hearing,jennifer,bang,treasury,deputy,assistant,secretary,say,letter,neal,release,panelneal,respond,sharply,mnuchins,refusal,appearwith,treasury,employee,furlough,miss,paycheck,strongly,believe,secretary,mnuchin,appear,committee,answer,member,question,neal,say,statement,mnuchin,decline,invitation,appear,jan,onequarter,federal,government,shut,dec,president,donald,trumps,demand,billion,fund,wall,usmexico,border,democrat,oppose,shutdown,entered,th,day,thursday,end,sight,nearly,federal,employee,longer,tax,filing,season,set,begin,jan,last,april,filing,deadlineon,wednesday,irs,say,would,give,taxpayer,break,waive,penalty,many,little,federal,income,tax,withheld,pay,last,year,pay,less,estimated,tax,sweeping,republican,overhaul,tax,system,irs,release,updated,federal,tax,table,last,year,reflect,tax,law,tax,later,table,fully,factor,change,include,exemption,dependent,reduce,itemized,criticized,table,inaccurate,raise,question,whether,irs,provide,refund,david,morgan,lisa,lambert,tim,ahmann,eric,beech,edit,james,leslie,adlerour"
"uk,queen,elizabeth,husband,philip,recovers,car,crash","January 18, 2019","england,queen,elizabeth,yearold,husband,prince,philip,recover,couple,home,eastern,england,friday,escape,injury,car,flip,follow,crash,another,wheel,land,rover,collide,another,car,road,close,royal,private,residence,norfolk,thursday,afternoon,buckingham,palace,saidwhile,woman,driver,female,passenger,car,also,baby,board,need,hospital,treatment,minor,injury,philip,unhurt,although,shakenit,escape,everyone,say,roy,warne,pull,prince,could,kill,impact,must,enormous,warne,driving,home,wife,saw,collision,tell,tv,reporter,he,brave,man,didnt,make,big,fuss,go,ask,everyone,else,tell,medium,accident,occur,philip,pull,driveway,main,road,picture,scene,show,philip,land,rover,overturn,side,roadpolice,say,driver,involve,accident,breath,test,neither,alcohol,limit,local,due,meet,friday,discuss,safety,concern,low,speed,limit,road,accident,take,retire,public,life,although,still,appear,alongside,yearold,wife,official,miss,church,service,christmas,day,last,month,former,naval,officer,say,good,health,successful,hip,surgery,last,yearroyal,say,philip,marry,elizabeth,side,year,reign,would,loathe,give,wheel,car,legal,age,britain,stop,driving,people,must,renew,licence,every,three,yearshe,drive,barack,obama,wife,michelle,lunch,windsor,castle,state,visit,britain,prompt,former,president,remark,say,never,drive,duke,edinburgh,report,smooth,yet,intensely,private,philip,develop,reputation,brusque,comment,often,verbal,gaffes,ceremonial,michael,holden,edit,guy"
"dozen,kill,wound,wake,congo,election,result,un","January 18, 2019","geneva,un,human,office,say,friday,document,people,kill,wound,arbitrary,arrest,democratic,republic,congo,election,result,announce,week,agowe,appeal,calm,whenever,result,announce,already,see,quite,bit,tension,violence,un,human,ravina,shamdasani,tell,geneva,news,th,january,result,announce,office,document,death,people,wound,arbitrary,arrest,stephanie,nebehay,edit,alison"
"china,hong,kong,stock,rise,trade,relief","January 18, 2019","index,rise,pct,hang,sang,pct,higherus,treasury,secretary,mnuchin,weigh,lift,tariff,onchina,wsj,china,target,pct,gdp,growth,china,jan,china,hong,kong,stock,climb,friday,medium,report,lift,optimism,beijing,washington,could,reach,deal,tariff,dispute,csi,index,rise,percent,point,end,morning,session,shanghai,composite,index,gain,percent,point,hang,seng,index,add,percent,point,hong,kong,china,index,gain,percent,point,wall,street,journal,report,thursday,treasury,secretary,steven,mnuchin,discuss,lift,tariff,impose,chinese,import,suggest,offer,tariff,rollback,trade,schedule,jan,chinese,vice,premier,liu,visit,united,state,jan,late,trade,talk,aim,resolve,dispute,world,two,large,economy,china,may,set,economic,growth,target,year,percent,percent,lower,official,china,daily,newspaper,report,friday,cite,unnamed,source,close,region,mscis,asia,exjapan,stock,index,firmer,percent,japan,nikkei,index,percent,yuan,quote,per,dollar,percent,firmer,previous,close,large,percentage,gainer,main,shanghai,composite,index,shanghai,hongda,mining,co,ltd,percent,follow,sichuan,hongda,co,ltd,gain,percent,guangdong,rongtai,industry,co,ltd,percent,large,percentage,loss,shanghai,index,changshu,fengfan,power,equipment,co,ltd,percent,follow,eastern,co,ltd,lose,percent,nanjing,olo,home,furnish,co,ltd,percent,shanghai,stock,index,percent,far,year,china,hshare,index,percent,shanghai,stock,rise,percent,month,top,gainer,hshares,counter,sinopharm,group,co,ltd,percent,follow,cspc,group,ltd,gain,percent,china,vanke,co,ltd,percent,three,big,hshares,percentage,decliners,guangdong,investment,ltd,fall,percent,guangzhou,automobile,group,co,ltd,lose,percent,picc,property,casualty,co,ltd,percent,billion,share,trade,far,shanghai,exchange,roughly,percent,market,day,move,average,billion,share,day,volume,trade,billion,last,full,trading,day,gmt,chinas,ashares,trade,premium,percent,hong,konglisted,luoyan,liu,john,ruwitch,edit,rashmi,aichour"
